,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,counter,name
238105,2008,1,19,6,1016.0,955,1222.0,1238,UA,671,N826UA,246.0,283.0,231.0,-16.0,21.0,ORD,OAK,1835,5.0,10.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
238121,2008,1,5,6,1122.0,1004,1357.0,1237,UA,671,N516UA,275.0,273.0,229.0,80.0,78.0,ORD,PDX,1739,4.0,42.0,0,,0,39.0,0.0,2.0,0.0,39.0,51439,Chicago O'Hare International Airport
238126,2008,1,5,6,805.0,750,922.0,909,UA,671,N534UA,137.0,139.0,113.0,13.0,15.0,PHL,ORD,678,3.0,21.0,0,,0,,,,,,15189,Philadelphia International Airport
238133,2008,1,12,6,556.0,600,716.0,728,UA,672,N366UA,80.0,88.0,61.0,-12.0,-4.0,OMA,ORD,416,4.0,15.0,0,,0,,,,,,4123,Eppley Airfield
238140,2008,1,19,6,701.0,600,820.0,728,UA,672,N329UA,79.0,88.0,60.0,52.0,61.0,OMA,ORD,416,10.0,9.0,0,,0,0.0,52.0,0.0,0.0,0.0,4123,Eppley Airfield
238147,2008,1,26,6,558.0,600,718.0,728,UA,672,N351UA,80.0,88.0,59.0,-10.0,-2.0,OMA,ORD,416,5.0,16.0,0,,0,,,,,,4123,Eppley Airfield
238156,2008,1,5,6,800.0,800,1109.0,1108,UA,672,N337UA,129.0,128.0,102.0,1.0,0.0,ORD,LGA,733,4.0,23.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
238163,2008,1,12,6,801.0,805,1054.0,1110,UA,672,N569UA,113.0,125.0,95.0,-16.0,-4.0,ORD,LGA,733,4.0,14.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
238169,2008,1,19,6,801.0,805,1049.0,1110,UA,672,N533UA,108.0,125.0,87.0,-21.0,-4.0,ORD,LGA,733,5.0,16.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
238175,2008,1,26,6,803.0,805,1058.0,1110,UA,672,N553UA,115.0,125.0,94.0,-12.0,-2.0,ORD,LGA,733,5.0,16.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
238185,2008,1,12,6,855.0,900,1011.0,1035,UA,673,N434UA,136.0,155.0,116.0,-24.0,-5.0,LGA,ORD,733,4.0,16.0,0,,0,,,,,,16895,La Guardia Airport
238191,2008,1,19,6,903.0,900,1026.0,1035,UA,673,N841UA,143.0,155.0,126.0,-9.0,3.0,LGA,ORD,733,3.0,14.0,0,,0,,,,,,16895,La Guardia Airport
238197,2008,1,26,6,852.0,900,1016.0,1035,UA,673,N841UA,144.0,155.0,121.0,-19.0,-8.0,LGA,ORD,733,3.0,20.0,0,,0,,,,,,16895,La Guardia Airport
238206,2008,1,5,6,1205.0,1155,1508.0,1428,UA,673,N839UA,303.0,273.0,238.0,40.0,10.0,ORD,PDX,1739,10.0,55.0,0,,0,10.0,0.0,30.0,0.0,0.0,51439,Chicago O'Hare International Airport
238212,2008,1,5,6,541.0,545,706.0,709,UA,674,N569UA,85.0,84.0,59.0,-3.0,-4.0,OMA,ORD,416,5.0,21.0,0,,0,,,,,,4123,Eppley Airfield
238218,2008,1,5,6,1006.0,900,1313.0,1205,UA,674,N561UA,127.0,125.0,97.0,68.0,66.0,ORD,LGA,733,4.0,26.0,0,,0,0.0,0.0,2.0,0.0,66.0,51439,Chicago O'Hare International Airport
238225,2008,1,12,6,917.0,900,1217.0,1208,UA,674,N919UA,120.0,128.0,94.0,9.0,17.0,ORD,LGA,733,4.0,22.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
238232,2008,1,19,6,920.0,900,1216.0,1208,UA,674,N311UA,116.0,128.0,87.0,8.0,20.0,ORD,LGA,733,3.0,26.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
238239,2008,1,26,6,901.0,900,1153.0,1208,UA,674,N342UA,112.0,128.0,93.0,-15.0,1.0,ORD,LGA,733,2.0,17.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
238249,2008,1,5,6,1743.0,1725,1825.0,1807,UA,675,N305UA,102.0,102.0,79.0,18.0,18.0,PIT,ORD,412,5.0,18.0,0,,0,0.0,0.0,10.0,0.0,8.0,7039,Pittsburgh International Airport
238278,2008,1,5,6,1051.0,1055,1209.0,1229,UA,677,N520UA,138.0,154.0,118.0,-20.0,-4.0,LGA,ORD,733,6.0,14.0,0,,0,,,,,,16895,La Guardia Airport
238285,2008,1,12,6,,1055,,1230,UA,677,,,155.0,,,,LGA,ORD,733,,,1,A,0,,,,,,16895,La Guardia Airport
238292,2008,1,19,6,1053.0,1055,1244.0,1230,UA,677,N835UA,171.0,155.0,133.0,14.0,-2.0,LGA,ORD,733,7.0,31.0,0,,0,,,,,,16895,La Guardia Airport
238299,2008,1,26,6,1207.0,1055,1339.0,1230,UA,677,N420UA,152.0,155.0,134.0,69.0,72.0,LGA,ORD,733,5.0,13.0,0,,0,69.0,0.0,0.0,0.0,0.0,16895,La Guardia Airport
238309,2008,1,5,6,1059.0,1100,1413.0,1411,UA,678,N852UA,134.0,131.0,93.0,2.0,-1.0,ORD,LGA,733,3.0,38.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
238316,2008,1,12,6,1051.0,1100,1349.0,1405,UA,678,N533UA,118.0,125.0,93.0,-16.0,-9.0,ORD,LGA,733,2.0,23.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
238323,2008,1,19,6,1213.0,1100,1504.0,1408,UA,678,N364UA,111.0,128.0,91.0,56.0,73.0,ORD,LGA,733,5.0,15.0,0,,0,6.0,0.0,0.0,0.0,50.0,51439,Chicago O'Hare International Airport
238330,2008,1,26,6,1104.0,1100,1408.0,1408,UA,678,N385UA,124.0,128.0,95.0,0.0,4.0,ORD,LGA,733,4.0,25.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
238340,2008,1,5,6,1154.0,1200,1334.0,1338,UA,679,N337UA,160.0,158.0,131.0,-4.0,-6.0,LGA,ORD,733,3.0,26.0,0,,0,,,,,,16895,La Guardia Airport
238347,2008,1,12,6,1155.0,1200,1325.0,1338,UA,679,N335UA,150.0,158.0,117.0,-13.0,-5.0,LGA,ORD,733,1.0,32.0,0,,0,,,,,,16895,La Guardia Airport
238354,2008,1,19,6,1154.0,1200,1336.0,1338,UA,679,N335UA,162.0,158.0,146.0,-2.0,-6.0,LGA,ORD,733,3.0,13.0,0,,0,,,,,,16895,La Guardia Airport
238361,2008,1,26,6,1151.0,1200,1322.0,1338,UA,679,N903UA,151.0,158.0,130.0,-16.0,-9.0,LGA,ORD,733,3.0,18.0,0,,0,,,,,,16895,La Guardia Airport
238372,2008,1,12,6,1517.0,1515,1728.0,1737,UA,679,N514UA,251.0,262.0,224.0,-9.0,2.0,ORD,SAN,1723,7.0,20.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
238379,2008,1,19,6,1541.0,1515,1740.0,1737,UA,679,N506UA,239.0,262.0,227.0,3.0,26.0,ORD,SAN,1723,2.0,10.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
238386,2008,1,26,6,1513.0,1515,1736.0,1737,UA,679,N580UA,263.0,262.0,243.0,-1.0,-2.0,ORD,SAN,1723,4.0,16.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
238444,2008,1,5,6,1531.0,1514,1826.0,1748,UA,681,N421UA,295.0,274.0,255.0,38.0,17.0,ORD,SMF,1781,3.0,37.0,0,,0,17.0,0.0,21.0,0.0,0.0,51439,Chicago O'Hare International Airport
238451,2008,1,12,6,1038.0,1047,1158.0,1215,UA,682,N339UA,80.0,88.0,63.0,-17.0,-9.0,MCI,ORD,403,3.0,14.0,0,,0,,,,,,10170,Kansas City International Airport
238457,2008,1,19,6,1038.0,1047,1204.0,1215,UA,682,N310UA,86.0,88.0,58.0,-11.0,-9.0,MCI,ORD,403,10.0,18.0,0,,0,,,,,,10170,Kansas City International Airport
238463,2008,1,26,6,1040.0,1047,1202.0,1215,UA,682,N941UA,82.0,88.0,63.0,-13.0,-7.0,MCI,ORD,403,4.0,15.0,0,,0,,,,,,10170,Kansas City International Airport
238472,2008,1,5,6,1757.0,1305,2102.0,1623,UA,682,N570UA,125.0,138.0,95.0,279.0,292.0,ORD,LGA,733,4.0,26.0,0,,0,132.0,0.0,0.0,0.0,147.0,51439,Chicago O'Hare International Airport
238499,2008,1,5,6,602.0,600,1158.0,1149,UA,682,N563UA,236.0,229.0,206.0,9.0,2.0,SEA,ORD,1721,7.0,23.0,0,,0,,,,,,12064,Seattle Tacoma International Airport
238505,2008,1,5,6,1355.0,1400,1537.0,1535,UA,683,N851UA,162.0,155.0,123.0,2.0,-5.0,LGA,ORD,733,2.0,37.0,0,,0,,,,,,16895,La Guardia Airport
238512,2008,1,12,6,1352.0,1400,1505.0,1538,UA,683,N919UA,133.0,158.0,116.0,-33.0,-8.0,LGA,ORD,733,6.0,11.0,0,,0,,,,,,16895,La Guardia Airport
238519,2008,1,19,6,1351.0,1400,1517.0,1538,UA,683,N311UA,146.0,158.0,130.0,-21.0,-9.0,LGA,ORD,733,4.0,12.0,0,,0,,,,,,16895,La Guardia Airport
238526,2008,1,26,6,1354.0,1400,1513.0,1538,UA,683,N342UA,139.0,158.0,122.0,-25.0,-6.0,LGA,ORD,733,3.0,14.0,0,,0,,,,,,16895,La Guardia Airport
238542,2008,1,12,6,1435.0,1400,1720.0,1714,UA,684,N530UA,105.0,134.0,86.0,6.0,35.0,ORD,LGA,733,4.0,15.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
238549,2008,1,19,6,1354.0,1400,1641.0,1714,UA,684,N524UA,107.0,134.0,86.0,-33.0,-6.0,ORD,LGA,733,5.0,16.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
238556,2008,1,26,6,1400.0,1400,1700.0,1714,UA,684,N593UA,120.0,134.0,97.0,-14.0,0.0,ORD,LGA,733,5.0,18.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
238610,2008,1,5,6,,1500,,1821,UA,686,,,141.0,,,,ORD,LGA,733,,,1,A,0,,,,,,51439,Chicago O'Hare International Airport
238634,2008,1,5,6,1318.0,1320,1457.0,1447,UA,687,N930UA,99.0,87.0,68.0,10.0,-2.0,BIL,DEN,455,23.0,8.0,0,,0,,,,,,694,Billings Logan International Airport
238662,2008,1,5,6,1329.0,1334,1458.0,1459,UA,688,N804UA,89.0,85.0,61.0,-1.0,-5.0,OMA,ORD,416,6.0,22.0,0,,0,,,,,,4123,Eppley Airfield
238668,2008,1,5,6,1609.0,1600,1911.0,1920,UA,688,N932UA,122.0,140.0,96.0,-9.0,9.0,ORD,LGA,733,5.0,21.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
238675,2008,1,12,6,1642.0,1600,1934.0,1917,UA,688,N350UA,112.0,137.0,94.0,17.0,42.0,ORD,LGA,733,6.0,12.0,0,,0,5.0,0.0,0.0,0.0,12.0,51439,Chicago O'Hare International Airport
238682,2008,1,19,6,1557.0,1600,1847.0,1917,UA,688,N202UA,110.0,137.0,92.0,-30.0,-3.0,ORD,LGA,733,4.0,14.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
238689,2008,1,26,6,1601.0,1600,1858.0,1917,UA,688,N304UA,117.0,137.0,100.0,-19.0,1.0,ORD,LGA,733,4.0,13.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
238700,2008,1,12,6,817.0,823,1408.0,1420,UA,688,N582UA,231.0,237.0,216.0,-12.0,-6.0,SMF,ORD,1781,5.0,10.0,0,,0,,,,,,8648,Sacramento International Airport
238707,2008,1,19,6,853.0,823,1433.0,1420,UA,688,N504UA,220.0,237.0,204.0,13.0,30.0,SMF,ORD,1781,4.0,12.0,0,,0,,,,,,8648,Sacramento International Airport
238714,2008,1,26,6,826.0,823,1414.0,1420,UA,688,N584UA,228.0,237.0,213.0,-6.0,3.0,SMF,ORD,1781,5.0,10.0,0,,0,,,,,,8648,Sacramento International Airport
238725,2008,1,12,6,1703.0,1700,1828.0,1843,UA,689,N566UA,145.0,163.0,117.0,-15.0,3.0,LGA,ORD,733,4.0,24.0,0,,0,,,,,,16895,La Guardia Airport
238732,2008,1,19,6,1653.0,1700,1812.0,1847,UA,689,N364UA,139.0,167.0,123.0,-35.0,-7.0,LGA,ORD,733,5.0,11.0,0,,0,,,,,,16895,La Guardia Airport
238739,2008,1,26,6,1721.0,1700,1829.0,1847,UA,689,N385UA,128.0,167.0,115.0,-18.0,21.0,LGA,ORD,733,4.0,9.0,0,,0,,,,,,16895,La Guardia Airport
238775,2008,1,5,6,1055.0,844,1803.0,1455,UA,690,N558UA,308.0,251.0,205.0,188.0,131.0,SFO,ORD,1846,5.0,98.0,0,,0,6.0,0.0,57.0,0.0,125.0,20443,San Francisco International Airport
238808,2008,1,5,6,2136.0,2058,48.0,2359,UA,692,N585UA,132.0,121.0,97.0,49.0,38.0,ORD,LGA,733,7.0,28.0,0,,0,38.0,0.0,11.0,0.0,0.0,51439,Chicago O'Hare International Airport
238815,2008,1,12,6,2044.0,2045,2335.0,2344,UA,692,N576UA,111.0,119.0,91.0,-9.0,-1.0,ORD,LGA,733,4.0,16.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
238822,2008,1,19,6,2143.0,2045,14.0,2344,UA,692,N584UA,91.0,119.0,81.0,30.0,58.0,ORD,LGA,733,3.0,7.0,0,,0,30.0,0.0,0.0,0.0,0.0,51439,Chicago O'Hare International Airport
238829,2008,1,26,6,2045.0,2045,2327.0,2344,UA,692,N581UA,102.0,119.0,90.0,-17.0,0.0,ORD,LGA,733,2.0,10.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
238839,2008,1,5,6,,1900,,2047,UA,693,,,167.0,,,,LGA,ORD,733,,,1,A,0,,,,,,16895,La Guardia Airport
238863,2008,1,5,6,2043.0,2045,2350.0,2359,UA,694,N938UA,127.0,134.0,111.0,-9.0,-2.0,ORD,BOS,867,3.0,13.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
238892,2008,1,5,6,902.0,818,1020.0,943,UA,696,N436UA,198.0,205.0,175.0,37.0,44.0,ATL,DEN,1199,5.0,18.0,0,,0,37.0,0.0,0.0,0.0,0.0,59831,Hartsfield Jackson Atlanta International Airport
238899,2008,1,12,6,1131.0,1015,1400.0,1236,UA,696,N315UA,89.0,81.0,59.0,84.0,76.0,DEN,ICT,419,6.0,24.0,0,,0,25.0,0.0,8.0,0.0,51.0,36858,Denver International Airport
238906,2008,1,19,6,1008.0,1015,1221.0,1236,UA,696,N398UA,73.0,81.0,56.0,-15.0,-7.0,DEN,ICT,419,4.0,13.0,0,,0,,,,,,36858,Denver International Airport
238913,2008,1,26,6,1009.0,1015,1218.0,1236,UA,696,N311UA,69.0,81.0,55.0,-18.0,-6.0,DEN,ICT,419,4.0,10.0,0,,0,,,,,,36858,Denver International Airport
238924,2008,1,12,6,559.0,600,923.0,941,UA,696,N202UA,144.0,161.0,126.0,-18.0,-1.0,SEA,DEN,1024,5.0,13.0,0,,0,,,,,,12064,Seattle Tacoma International Airport
238930,2008,1,19,6,600.0,600,942.0,941,UA,696,N371UA,162.0,161.0,130.0,1.0,0.0,SEA,DEN,1024,7.0,25.0,0,,0,,,,,,12064,Seattle Tacoma International Airport
238936,2008,1,26,6,539.0,540,913.0,921,UA,696,N381UA,154.0,161.0,135.0,-8.0,-1.0,SEA,DEN,1024,8.0,11.0,0,,0,,,,,,12064,Seattle Tacoma International Airport
238950,2008,1,12,6,822.0,802,854.0,845,UA,697,N570UA,92.0,103.0,70.0,9.0,20.0,PIT,ORD,412,7.0,15.0,0,,0,,,,,,7039,Pittsburgh International Airport
238957,2008,1,19,6,1029.0,802,1100.0,845,UA,697,N564UA,91.0,103.0,74.0,135.0,147.0,PIT,ORD,412,5.0,12.0,0,,0,135.0,0.0,0.0,0.0,0.0,7039,Pittsburgh International Airport
238964,2008,1,26,6,802.0,802,906.0,845,UA,697,N537UA,124.0,103.0,80.0,21.0,0.0,PIT,ORD,412,6.0,38.0,0,,0,0.0,0.0,21.0,0.0,0.0,7039,Pittsburgh International Airport
238977,2008,1,5,6,,915,,1024,UA,699,,,129.0,,,,IAD,ORD,589,,,1,A,0,,,,,,12204,Washington Dulles International Airport
238980,2008,1,19,6,1601.0,1606,1912.0,1901,UA,700,N855UA,131.0,115.0,91.0,11.0,-5.0,SFO,PHX,651,4.0,36.0,0,,0,,,,,,20443,San Francisco International Airport
238986,2008,1,12,6,1822.0,1815,1949.0,1937,UA,701,N812UA,87.0,82.0,68.0,12.0,7.0,DEN,JAC,406,4.0,15.0,0,,0,,,,,,36858,Denver International Airport
238993,2008,1,19,6,1835.0,1815,1957.0,1937,UA,701,N840UA,82.0,82.0,65.0,20.0,20.0,DEN,JAC,406,4.0,13.0,0,,0,8.0,0.0,0.0,0.0,12.0,36858,Denver International Airport
239000,2008,1,26,6,1828.0,1815,1949.0,1937,UA,701,N435UA,81.0,82.0,67.0,12.0,13.0,DEN,JAC,406,4.0,10.0,0,,0,,,,,,36858,Denver International Airport
239010,2008,1,5,6,1450.0,1440,1653.0,1635,UA,701,N845UA,243.0,235.0,214.0,18.0,10.0,IAD,DEN,1452,8.0,21.0,0,,0,7.0,0.0,8.0,0.0,3.0,12204,Washington Dulles International Airport
239017,2008,1,12,6,1533.0,1540,1612.0,1626,UA,701,N581UA,99.0,106.0,80.0,-14.0,-7.0,MCI,DEN,533,7.0,12.0,0,,0,,,,,,10170,Kansas City International Airport
239024,2008,1,19,6,1538.0,1540,1621.0,1626,UA,701,N519UA,103.0,106.0,87.0,-5.0,-2.0,MCI,DEN,533,6.0,10.0,0,,0,,,,,,10170,Kansas City International Airport
239031,2008,1,26,6,1534.0,1540,1618.0,1626,UA,701,N531UA,104.0,106.0,87.0,-8.0,-6.0,MCI,DEN,533,7.0,10.0,0,,0,,,,,,10170,Kansas City International Airport
239041,2008,1,5,6,1329.0,1155,1546.0,1323,UA,702,N854UA,137.0,88.0,81.0,143.0,94.0,LAX,SFO,337,8.0,48.0,0,,0,0.0,0.0,143.0,0.0,0.0,32611,Los Angeles International Airport
239048,2008,1,12,6,746.0,753,1104.0,1130,UA,702,N311UA,138.0,157.0,120.0,-26.0,-7.0,OAK,DEN,957,8.0,10.0,0,,0,,,,,,10402,Metropolitan Oakland International Airport
239055,2008,1,19,6,747.0,753,1136.0,1130,UA,702,N379UA,169.0,157.0,128.0,6.0,-6.0,OAK,DEN,957,27.0,14.0,0,,0,,,,,,10402,Metropolitan Oakland International Airport
239062,2008,1,26,6,748.0,753,1136.0,1130,UA,702,N398UA,168.0,157.0,121.0,6.0,-5.0,OAK,DEN,957,37.0,10.0,0,,0,,,,,,10402,Metropolitan Oakland International Airport
239072,2008,1,5,6,1856.0,1835,2136.0,2110,UA,703,N578UA,160.0,155.0,133.0,26.0,21.0,SEA,LAX,954,11.0,16.0,0,,0,12.0,0.0,5.0,0.0,9.0,12064,Seattle Tacoma International Airport
239079,2008,1,12,6,1741.0,1745,2011.0,2026,UA,703,N928UA,150.0,161.0,124.0,-15.0,-4.0,SEA,LAX,954,15.0,11.0,0,,0,,,,,,12064,Seattle Tacoma International Airport
239086,2008,1,19,6,1735.0,1745,2019.0,2026,UA,703,N914UA,164.0,161.0,131.0,-7.0,-10.0,SEA,LAX,954,16.0,17.0,0,,0,,,,,,12064,Seattle Tacoma International Airport
239092,2008,1,26,6,1744.0,1745,2044.0,2026,UA,703,N934UA,180.0,161.0,157.0,18.0,-1.0,SEA,LAX,954,10.0,13.0,0,,0,0.0,0.0,18.0,0.0,0.0,12064,Seattle Tacoma International Airport
239102,2008,1,5,6,,820,,1007,UA,704,,,107.0,,,,SFO,PDX,550,,,1,A,0,,,,,,20443,San Francisco International Airport
239109,2008,1,12,6,835.0,840,1019.0,1024,UA,704,N845UA,104.0,104.0,83.0,-5.0,-5.0,SFO,PDX,550,4.0,17.0,0,,0,,,,,,20443,San Francisco International Airport
239116,2008,1,19,6,834.0,840,1011.0,1024,UA,704,N816UA,97.0,104.0,81.0,-13.0,-6.0,SFO,PDX,550,3.0,13.0,0,,0,,,,,,20443,San Francisco International Airport
239123,2008,1,26,6,834.0,840,1017.0,1024,UA,704,N826UA,103.0,104.0,79.0,-7.0,-6.0,SFO,PDX,550,5.0,19.0,0,,0,,,,,,20443,San Francisco International Airport
239148,2008,1,12,6,918.0,850,1222.0,1203,UA,706,N415UA,124.0,133.0,108.0,19.0,28.0,SNA,DEN,846,5.0,11.0,0,,0,0.0,0.0,19.0,0.0,0.0,6845,John Wayne Airport-Orange County Airport
239150,2008,1,19,6,850.0,850,1217.0,1203,UA,706,N403UA,147.0,133.0,111.0,14.0,0.0,SNA,DEN,846,12.0,24.0,0,,0,,,,,,6845,John Wayne Airport-Orange County Airport
239152,2008,1,26,6,843.0,850,1144.0,1203,UA,706,N443UA,121.0,133.0,102.0,-19.0,-7.0,SNA,DEN,846,5.0,14.0,0,,0,,,,,,6845,John Wayne Airport-Orange County Airport
239159,2008,1,12,6,1025.0,600,1148.0,737,UA,707,N670UA,143.0,157.0,115.0,251.0,265.0,ORD,DEN,888,4.0,24.0,0,,0,251.0,0.0,0.0,0.0,0.0,51439,Chicago O'Hare International Airport
239166,2008,1,19,6,603.0,600,726.0,737,UA,707,N675UA,143.0,157.0,124.0,-11.0,3.0,ORD,DEN,888,6.0,13.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
239173,2008,1,26,6,602.0,600,742.0,737,UA,707,N671UA,160.0,157.0,134.0,5.0,2.0,ORD,DEN,888,10.0,16.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
239183,2008,1,5,6,801.0,800,952.0,924,UA,707,N596UA,111.0,84.0,60.0,28.0,1.0,SFO,LAX,337,22.0,29.0,0,,0,0.0,0.0,28.0,0.0,0.0,20443,San Francisco International Airport
239189,2008,1,5,6,833.0,830,1117.0,1122,UA,708,N377UA,104.0,112.0,82.0,-5.0,3.0,DEN,DFW,641,9.0,13.0,0,,0,,,,,,36858,Denver International Airport
239196,2008,1,12,6,835.0,840,1118.0,1132,UA,708,N921UA,103.0,112.0,86.0,-14.0,-5.0,DEN,DFW,641,5.0,12.0,0,,0,,,,,,36858,Denver International Airport
239202,2008,1,19,6,837.0,840,1113.0,1132,UA,708,N938UA,96.0,112.0,84.0,-19.0,-3.0,DEN,DFW,641,5.0,7.0,0,,0,,,,,,36858,Denver International Airport
239208,2008,1,26,6,834.0,840,1117.0,1132,UA,708,N936UA,103.0,112.0,84.0,-15.0,-6.0,DEN,DFW,641,4.0,15.0,0,,0,,,,,,36858,Denver International Airport
239217,2008,1,5,6,947.0,828,953.0,845,UA,709,N516UA,66.0,77.0,48.0,68.0,79.0,DTW,ORD,235,4.0,14.0,0,,0,68.0,0.0,0.0,0.0,0.0,25905,Detroit Metropolitan Wayne County Airport
239223,2008,1,5,6,1013.0,952,1235.0,1225,UA,709,N569UA,262.0,273.0,227.0,10.0,21.0,ORD,SEA,1721,7.0,28.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
239229,2008,1,5,6,2351.0,2230,50.0,2331,UA,710,N837UA,59.0,61.0,38.0,79.0,81.0,SFO,RNO,192,5.0,16.0,0,,0,14.0,0.0,0.0,0.0,65.0,20443,San Francisco International Airport
239236,2008,1,12,6,2229.0,2235,2335.0,2334,UA,710,N441UA,66.0,59.0,35.0,1.0,-6.0,SFO,RNO,192,5.0,26.0,0,,0,,,,,,20443,San Francisco International Airport
239243,2008,1,19,6,2235.0,2235,2328.0,2334,UA,710,N852UA,53.0,59.0,34.0,-6.0,0.0,SFO,RNO,192,4.0,15.0,0,,0,,,,,,20443,San Francisco International Airport
239250,2008,1,26,6,2305.0,2235,2356.0,2334,UA,710,N445UA,51.0,59.0,36.0,22.0,30.0,SFO,RNO,192,6.0,9.0,0,,0,22.0,0.0,0.0,0.0,0.0,20443,San Francisco International Airport
239264,2008,1,5,6,1325.0,1320,1624.0,1600,UA,712,N925UA,119.0,100.0,74.0,24.0,5.0,ORD,ROC,528,8.0,37.0,0,,0,0.0,0.0,24.0,0.0,0.0,51439,Chicago O'Hare International Airport
239270,2008,1,5,6,615.0,605,850.0,848,UA,714,N524UA,155.0,163.0,136.0,2.0,10.0,LAX,SEA,954,6.0,13.0,0,,0,,,,,,32611,Los Angeles International Airport
239276,2008,1,5,6,2112.0,1936,2311.0,2108,UA,715,N367UA,179.0,152.0,153.0,123.0,96.0,DEN,LAX,862,14.0,12.0,0,,0,49.0,0.0,27.0,0.0,47.0,36858,Denver International Airport
239305,2008,1,12,6,2209.0,1835,100.0,2152,UA,716,N403UA,111.0,137.0,97.0,188.0,214.0,DEN,IAH,861,5.0,9.0,0,,0,0.0,0.0,0.0,0.0,188.0,36858,Denver International Airport
239312,2008,1,19,6,1857.0,1835,2245.0,2152,UA,716,N810UA,168.0,137.0,112.0,53.0,22.0,DEN,IAH,861,4.0,52.0,0,,0,22.0,0.0,31.0,0.0,0.0,36858,Denver International Airport
239319,2008,1,26,6,1841.0,1835,2156.0,2152,UA,716,N832UA,135.0,137.0,110.0,4.0,6.0,DEN,IAH,861,10.0,15.0,0,,0,,,,,,36858,Denver International Airport
239328,2008,1,5,6,1528.0,1535,1617.0,1620,UA,717,N381UA,109.0,105.0,92.0,-3.0,-7.0,MCI,DEN,533,6.0,11.0,0,,0,,,,,,10170,Kansas City International Airport
239335,2008,1,12,6,,1955,,2220,UA,717,N455UA,,265.0,,,,ORD,SAN,1723,,,1,B,0,,,,,,51439,Chicago O'Hare International Airport
239342,2008,1,19,6,1955.0,1955,2239.0,2220,UA,717,N835UA,284.0,265.0,260.0,19.0,0.0,ORD,SAN,1723,3.0,21.0,0,,0,0.0,0.0,19.0,0.0,0.0,51439,Chicago O'Hare International Airport
239349,2008,1,26,6,1955.0,1955,2211.0,2220,UA,717,N409UA,256.0,265.0,241.0,-9.0,0.0,ORD,SAN,1723,5.0,10.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
239359,2008,1,5,6,1241.0,1240,1755.0,1756,UA,718,N830UA,194.0,196.0,174.0,-1.0,1.0,DEN,BWI,1491,5.0,15.0,0,,0,,,,,,36858,Denver International Airport
239366,2008,1,12,6,1339.0,1336,1853.0,1849,UA,718,N558UA,194.0,193.0,177.0,4.0,3.0,DEN,BWI,1491,5.0,12.0,0,,0,,,,,,36858,Denver International Airport
239373,2008,1,19,6,1338.0,1336,1846.0,1849,UA,718,N522UA,188.0,193.0,167.0,-3.0,2.0,DEN,BWI,1491,5.0,16.0,0,,0,,,,,,36858,Denver International Airport
239380,2008,1,26,6,1407.0,1336,1904.0,1849,UA,718,N536UA,177.0,193.0,163.0,15.0,31.0,DEN,BWI,1491,3.0,11.0,0,,0,15.0,0.0,0.0,0.0,0.0,36858,Denver International Airport
239390,2008,1,12,6,746.0,754,1121.0,1121,UA,718,N314UA,155.0,147.0,128.0,0.0,-8.0,SAN,DEN,853,6.0,21.0,0,,0,,,,,,14113,San Diego International Airport
239397,2008,1,19,6,749.0,754,1123.0,1121,UA,718,N928UA,154.0,147.0,121.0,2.0,-5.0,SAN,DEN,853,23.0,10.0,0,,0,,,,,,14113,San Diego International Airport
239404,2008,1,26,6,746.0,754,1050.0,1121,UA,718,N923UA,124.0,147.0,105.0,-31.0,-8.0,SAN,DEN,853,10.0,9.0,0,,0,,,,,,14113,San Diego International Airport
